+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|                    clk_i |                    clk_i |                                                                   core_i/id_stage_i/regfile_we_ex_o_reg/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[7]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[6]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[23]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                         core_i/id_stage_i/mult_signed_mode_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_b_ex_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[11]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[23]/CE|
|                    clk_i |                    clk_i |                                                      core_i/id_stage_i/controller_i/debug_fsm_cs_reg[0]/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_b_ex_o_reg[8]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_b_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                      core_i/id_stage_i/controller_i/debug_fsm_cs_reg[1]/D|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/data_sign_ext_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                                     core_i/id_stage_i/data_we_ex_o_reg/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_a_ex_o_reg[6]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/regfile_waddr_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/regfile_waddr_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/regfile_waddr_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/regfile_waddr_ex_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/regfile_waddr_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[27]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mult_operator_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[25]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[13]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_a_ex_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_a_ex_o_reg[5]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[19]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[25]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[20]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[5]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[5]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[11]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[8]/CE|
|                    clk_i |                    clk_i |                                                         core_i/id_stage_i/mult_signed_mode_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[13]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[7]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[25]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[21]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[13]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[13]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[15]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[27]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[19]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[21]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                                       core_i/id_stage_i/alu_en_ex_o_reg/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_c_ex_o_reg[8]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[8]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[15]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[19]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_a_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[21]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[7]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[11]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[15]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[20]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[20]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[19]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[20]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_b_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_a_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[27]/D|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_c_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                                     core_i/id_stage_i/data_req_ex_o_reg/D|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[23]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_c_ex_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[15]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/mult_operand_b_ex_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operator_ex_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_c_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                                 core_i/if_stage_i/aligner_i/pc_q_reg[1]/D|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_b_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_b_ex_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operand_b_ex_o_reg[2]/D|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[21]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operator_ex_o_reg[5]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operator_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                           core_i/id_stage_i/alu_operand_a_ex_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operator_ex_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operator_ex_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                          core_i/id_stage_i/mult_operand_a_ex_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                                  core_i/id_stage_i/mhpmevent_load_o_reg/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/alu_operand_a_ex_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operand_a_ex_o_reg[0]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[28]/D|
|                    clk_i |                    clk_i |                                                                  core_i/id_stage_i/mhpmevent_jump_o_reg/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[26]/D|
|                    clk_i |                    clk_i |                                                                    core_i/cs_registers_i/mepc_q_reg[31]/D|
|                    clk_i |                    clk_i |                                                                 core_i/id_stage_i/mhpmevent_store_o_reg/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[19]/D|
|                    clk_i |                    clk_i |                                                                    core_i/id_stage_i/csr_op_ex_o_reg[0]/D|
|                    clk_i |                    clk_i |                                                                    core_i/id_stage_i/csr_op_ex_o_reg[1]/D|
|                    clk_i |                    clk_i |                                                              core_i/id_stage_i/mhpmevent_minstret_o_reg/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mhpmevent_compressed_o_reg/D|
|                    clk_i |                    clk_i |                                                                      core_i/id_stage_i/mult_en_ex_o_reg/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/state_reg[1]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[20]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[23]/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mult_operand_b_ex_o_reg[2]/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mult_operand_b_ex_o_reg[0]/D|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operand_c_ex_o_reg[2]/D|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mult_operand_c_ex_o_reg[2]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/state_reg[0]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[25]/D|
|                    clk_i |                    clk_i |                                                             core_i/id_stage_i/alu_operand_b_ex_o_reg[0]/D|
|                    clk_i |                    clk_i |                                                                 core_i/if_stage_i/aligner_i/pc_q_reg[8]/D|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[16]/D|
|                    clk_i |                    clk_i |                                                               core_i/id_stage_i/regfile_alu_we_ex_o_reg/D|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[15]/CE|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[10]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[0]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[20]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/state_reg[0]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/state_reg[1]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/illegal_c_insn_id_o_reg/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[30]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[8]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[14]/D|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[21]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[29]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[15]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[18]/D|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[31]/CE|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[11]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[6]/CE|
|                    clk_i |                    clk_i |                                                                 core_i/if_stage_i/aligner_i/pc_q_reg[3]/D|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[28]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[5]/CE|
|                    clk_i |                    clk_i |                                                                 core_i/if_stage_i/aligner_i/pc_q_reg[7]/D|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[24]/CE|
|                    clk_i |                    clk_i |                                                                  core_i/if_stage_i/instr_valid_id_o_reg/D|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[4]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[24]/D|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[29]/D|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[7]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[11]/CE|
|                    clk_i |                    clk_i |                                                                      core_i/if_stage_i/pc_id_o_reg[10]/CE|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[3]/CE|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[13]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[8]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[2]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[3]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[9]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/is_compressed_id_o_reg/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[16]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[14]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[12]/CE|
|                    clk_i |                    clk_i |                                                            core_i/id_stage_i/mult_operand_a_ex_o_reg[0]/D|
|                    clk_i |                    clk_i |                                                                 core_i/if_stage_i/aligner_i/pc_q_reg[4]/D|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[23]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[22]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[17]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[9]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[19]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[1]/CE|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[14]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[5]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[25]/CE|
|                    clk_i |                    clk_i |                                                          core_i/if_stage_i/aligner_i/r_instr_h_reg[12]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[2]/CE|
|                    clk_i |                    clk_i |            core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[28]/D|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[18]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[4]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[26]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[13]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[7]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[8]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[7]/CE|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[0]/CE|
|                    clk_i |                    clk_i |                                                                       core_i/if_stage_i/pc_id_o_reg[1]/CE|
|                    clk_i |                    clk_i |                                                           core_i/if_stage_i/aligner_i/r_instr_h_reg[3]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[6]/CE|
|                    clk_i |                    clk_i |                                                             core_i/if_stage_i/instr_rdata_id_o_reg[27]/CE|
|                    clk_i |                    clk_i |                                                              core_i/if_stage_i/instr_rdata_id_o_reg[7]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/pc_q_reg[14]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/pc_q_reg[13]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/pc_q_reg[19]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/pc_q_reg[17]/CE|
|                    clk_i |                    clk_i |                                                               core_i/if_stage_i/aligner_i/pc_q_reg[16]/CE|
|                    clk_i |                    clk_i |                                                                core_i/if_stage_i/aligner_i/pc_q_reg[13]/D|
